error,pos,correction,error phrase,correct phrase,num of this error-correction phrase occur,num of this error-correction pair occur,collocation,category of collocation,total num of error time this error-correction pairs fall into this collocation category,unique num of error-correction pairs fall into this collocation category,total num of error occur,error_collocation,correction_collocation
take,VERB,have,take display,have display,1,607,display,"Showing, Hiding, Finding, Saving, and Similar Words",32,6,2016,0,33
take,VERB,have,take breakdown,have breakdown,1,607,breakdown,"Bodily Conditions Relating to Health, Sickness, and Disability",7,6,2016,3,47
then,ADV,so,then take,so take,1,58,take,Commerce,8,8,75,8,41
then,ADV,so,then need,so need,1,58,need,Causing,9,6,75,0,12
then,ADV,so,then give,so give,1,58,give,Commerce,8,8,75,0,22
therefore,ADV,so,therefore keep,so keep,1,72,keep,Commerce,11,6,82,0,49
therefore,ADV,so,therefore need,so need,1,72,need,Causing,15,4,82,3,12
take,VERB,have,take economy,have economy,1,607,economy,"Banking, Wealth, and Investment",2,2,2016,0,138
therefore,ADV,so,therefore find,so find,1,72,find,"Showing, Hiding, Finding, Saving, and Similar Words",2,2,82,0,11
therefore,ADV,so,therefore take,so take,1,72,take,Commerce,11,6,82,0,41
tell,VERB,teach,tell people,teach people,1,17,people,People,3,3,725,1,107
take,VERB,have,take chicken,have chicken,1,607,chicken,Food,23,10,2016,3,13
talk,VERB,tell,talk woman,tell woman,1,77,woman,Social Classification and Situation,4,3,446,1,140
take,VERB,have,take hesitation,have hesitation,1,607,hesitation,misc-ap-0,101,32,2016,0,22
take,VERB,do,take practice,do practice,1,131,practice,Doing Things,5,3,2016,2,15
target,VERB,goal,target second,goal second,1,165,second,Numbers and Quantities,10,3,165,0,38
take,VERB,give,take speech,give speech,1,35,speech,"Communicating, mainly by Speaking and Talking",5,4,2016,0,410
take,VERB,make,take name,make name,1,158,name,"Communicating, mainly by Speaking and Talking",8,6,2016,1,219
teach,VERB,tell,teach person,tell person,1,57,person,People,3,3,161,0,25
take,VERB,have,take impact,have impact,1,607,impact,misc-ap-0,101,32,2016,0,3046
teach,VERB,tell,teach mother,tell mother,1,57,mother,People,3,3,161,4,100
teach,VERB,give,teach impression,give impression,1,5,impression,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",2,2,161,0,259
take,VERB,have,take belief,have belief,1,607,belief,"Thinking, Judging and Remembering-",5,5,2016,0,56
take,VERB,have,take home,have home,1,607,home,misc-ap-0,101,32,2016,6,319
take,VERB,have,take throat,have throat,1,607,throat,Body Overall,3,3,2016,0,19
teach,VERB,give,teach piece,give piece,1,5,piece,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",2,2,161,0,23
take,VERB,have,take blessing,have blessing,1,607,blessing,misc-ap-0,101,32,2016,0,45
take,VERB,carry,take luggage,carry luggage,1,12,luggage,Containers,3,3,2016,0,15
take,VERB,have,take cake,have cake,1,607,cake,Food,23,10,2016,0,40
take,VERB,have,take cancer,have cancer,1,607,cancer,"Bodily Conditions Relating to Health, Sickness, and Disability",7,6,2016,0,235
take,VERB,get,take estimate,get estimate,1,497,estimate,Commerce,9,5,2016,8,22
take,VERB,make,take mother,make mother,1,158,mother,People,5,4,2016,0,16
take,VERB,get,take visa,get visa,1,497,visa,Law and Order Generally,24,5,2016,6,48
take,VERB,get,take reputation,get reputation,1,497,reputation,Social Classification and Situation,6,5,2016,0,45
tell,VERB,speak,tell language,speak language,1,26,language,misc-ap-0,2,2,725,0,252
take,VERB,get,take injury,get injury,1,497,injury,"Bodily Conditions Relating to Health, Sickness, and Disability",5,5,2016,0,16
tell,VERB,give,tell reason,give reason,1,111,reason,"Thinking, Judging and Remembering-",13,3,725,0,654
tell,VERB,express,tell emotion,express emotion,1,45,emotion,misc-ap-0,3,2,725,0,17
take,VERB,get,take meal,get meal,1,497,meal,Food,4,4,2016,0,47
take,VERB,have,take call,have call,1,607,call,"Communicating, mainly by Speaking and Talking",16,6,2016,2,120
take,VERB,have,take boss,have boss,1,607,boss,"Communicating, mainly by Speaking and Talking",16,6,2016,0,29
take,VERB,have,take shoulder,have shoulder,1,607,shoulder,Food,23,10,2016,2,35
so far,ADV,before,so far buy,before buy,1,47,buy,Commerce,11,4,66,0,34
so far,ADV,before,so far take,before take,1,47,take,Commerce,11,4,66,0,72
request,NOUN,ask,request worker,ask worker,1,53,worker,Industry and Work,3,2,75,0,60
say,VERB,tell,say rest,tell rest,1,361,rest,"Size, Importance, and Availability",2,2,838,0,19
say,VERB,tell,say reader,tell reader,1,361,reader,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",12,4,838,0,87
say,VERB,tell,say operator,tell operator,1,361,operator,Communication and Information,4,4,838,0,27
say,VERB,tell,say brother,tell brother,1,361,brother,People,25,10,838,0,32
very very,ADV,really,very very like,really like,1,7,like,Linking and Not Linking,3,3,10,0,38
say,VERB,tell,say mom,tell mom,1,361,mom,People,25,10,838,0,29
say,VERB,tell,say person,tell person,1,361,person,People,25,10,838,0,25
veryvery,NOUN,very,veryvery nervous,very nervous,1,4,nervous,Happiness and Sadness,2,2,4,0,129
veryvery,NOUN,very,veryvery happy,very happy,1,4,happy,Happiness and Sadness,2,2,4,0,537
say,VERB,make,say point,make point,1,41,point,"Showing, Hiding, Finding, Saving, and Similar Words",2,2,838,0,753
say,VERB,make,say husband,make husband,1,41,husband,"Showing, Hiding, Finding, Saving, and Similar Words",2,2,838,0,12
view,NOUN,see,view tree,see tree,1,21,tree,Kinds and Parts of Plants,6,3,109,1,41
view,NOUN,see,view play,see play,1,21,play,"Drama, the Theatre, and Show Business",2,2,109,0,70
say,VERB,ask,say manager,ask manager,1,35,manager,misc-ap-0,2,2,838,0,75
say,VERB,tell,say colleague,tell colleague,1,361,colleague,Friendship and Enmity,21,2,838,0,149
say,VERB,tell,say book,tell book,1,361,book,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",12,4,838,0,12
view,NOUN,see,view view,see view,1,21,view,Geography,2,2,109,0,18
say,VERB,tell,say sister,tell sister,1,361,sister,People,25,10,838,0,21
vision,NOUN,version,vision english,version english,1,3,english,misc-ap-0,2,2,18,0,22
say,VERB,describe,say life,describe life,1,12,life,Prison and Punishment,3,2,838,0,40
say,VERB,ask,say employee,ask employee,1,35,employee,misc-ap-0,2,2,838,0,86
say,VERB,tell,say difference,tell difference,1,361,difference,"Resemblance, Difference, and Change",4,3,838,0,94
say,VERB,tell,say family,tell family,1,361,family,People,25,10,838,0,129
satisfied,ADJ,satisfactory,satisfied condition,satisfactory condition,1,18,condition,"Being, Becoming, and Happening",5,2,29,0,111
satisfied,ADJ,satisfactory,satisfied result,satisfactory result,1,18,result,Sports and Games Generally,4,2,29,0,21
visit,VERB,attend,visit ceremony,attend ceremony,1,8,ceremony,misc-ap-0,4,4,35,0,291
sand,VERB,send,sand request,send request,1,5,request,"Communicating, mainly by Speaking and Talking",2,2,5,0,43
vocabulary,ADJ,word,vocabulary english,word english,1,4,english,misc-ap-0,2,2,4,2,35
same,ADJ,similar,same scene,similar scene,1,31,scene,Geography,2,2,62,0,14
say,VERB,describe,say mood,describe mood,1,12,mood,Feeling and Behavior Generally,5,3,838,0,31
say,VERB,describe,say experience,describe experience,1,12,experience,Feeling and Behavior Generally,5,3,838,0,45
same,ADJ,much,same love,much love,1,7,love,Linking and Not Linking,2,2,62,0,77
very,ADV,extremely,very costly,extremely costly,1,163,costly,Shopping and General Expenses,2,2,2791,0,28
say,VERB,tell,say boyfriend,tell boyfriend,1,361,boyfriend,"Courting, Sex, and Marriage",2,2,838,0,11
veeeeery,NOUN,very,veeeeery strange,very strange,1,8,strange,"General, Usual, Unusual, etc",2,2,8,0,83
vert,VERB,very,vert tired,very tired,1,5,tired,misc-ap-0,2,2,5,0,37
vert,VERB,very,vert beautiful,very beautiful,1,5,beautiful,Linking and Not Linking,2,2,5,0,64
say,VERB,use,say kind,use kind,1,11,kind,"Being, Becoming, and Happening",2,2,838,0,153
vert,VERB,very,vert interesting,very interesting,1,5,interesting,Linking and Not Linking,2,2,5,0,198
very,ADV,more,very popular,more popular,1,18,popular,Linking and Not Linking,2,2,2791,0,290
very,ADV,much,very more,much more,1,50,more,"Size, Importance, and Availability",3,2,2791,3,3826
say,VERB,state,say intention,state intention,1,6,intention,"Thinking, Judging and Remembering-",2,2,838,0,43
very,ADV,highly,very motivated,highly motivated,1,17,motivated,misc-ap-0,6,6,2791,3,31
very,ADV,highly,very profitable,highly profitable,1,17,profitable,"Rightness, Fairness, Purpose, Use, & Strength",2,2,2791,0,236
very,ADV,extremely,very expensive,extremely expensive,1,163,expensive,Shopping and General Expenses,2,2,2791,0,35
very,ADV,absolutely,very vital,absolutely vital,1,121,vital,"Possibility, Chance, and Necessity",19,4,2791,6,20
say,VERB,make,say request,make request,1,41,request,"Communicating, mainly by Speaking and Talking",21,8,838,0,424
say,VERB,ask,say parent,ask parent,1,35,parent,People,3,3,838,0,40
say,VERB,tell,say newspaper,tell newspaper,1,361,newspaper,Communication and Information,4,4,838,0,391
say,VERB,ask,say people,ask people,1,35,people,People,3,3,838,0,360
very,ADV,exceptionally,very high,exceptionally high,1,28,high,Measurement,2,2,2791,2,36
very,ADV,really,very know,really know,1,2225,know,Knowing and Learning,34,8,2791,0,221
very,ADV,really,very think,really think,1,2225,think,"Thinking, Judging and Remembering-",30,5,2791,0,105
say,VERB,express,say sadness,express sadness,1,61,sadness,misc-ap-0,7,4,838,0,20
say,VERB,express,say emotion,express emotion,1,61,emotion,misc-ap-0,7,4,838,0,17
say,VERB,make,say order,make order,1,41,order,"Communicating, mainly by Speaking and Talking",21,8,838,0,79
say,VERB,ask,say woman,ask woman,1,35,woman,People,3,3,838,0,95
very,ADV,really,very feel,really feel,1,2225,feel,Feeling and Behavior Generally,210,11,2791,0,32
say,VERB,make,say declaration,make declaration,1,41,declaration,"Communicating, mainly by Speaking and Talking",21,8,838,0,64
say,VERB,ask,say name,ask name,1,35,name,Social Classification and Situation,2,2,838,0,14
say,VERB,tell,say husband,tell husband,1,361,husband,"Courting, Sex, and Marriage",2,2,838,0,79
same,ADJ,much,same like,much like,1,7,like,Linking and Not Linking,2,2,62,0,22
wache,VERB,watch,wache news,watch news,1,2,news,Communication and Information,2,2,2,0,89
say,VERB,have,say basis,have basis,1,16,basis,"Thinking, Judging and Remembering-",7,5,838,0,155
retire,VERB,leave,retire company,leave company,1,3,company,Friendship and Enmity,2,2,3,0,556
watch,VERB,see,watch message,see message,1,522,message,Communication and Information,97,14,641,0,26
rise,VERB,raise,rise productivity,raise productivity,1,81,productivity,misc-ap-0,5,5,120,1,13
watch,VERB,see,watch tv,see tv,1,522,tv,Communication and Information,97,14,641,2,11
watch,VERB,see,watch product,see product,1,522,product,Making things,8,5,641,0,47
rily,ADV,really,rily nice,really nice,1,5,nice,Good and Evil,2,2,5,0,72
rily,ADV,really,rily look,really look,1,5,look,"Being, Becoming, and Happening",3,2,5,0,35
rily,ADV,really,rily good,really good,1,5,good,Good and Evil,2,2,5,0,293
ride,VERB,get,ride woman,get woman,1,45,woman,People,2,2,129,0,69
ride,VERB,get,ride people,get people,1,45,people,People,2,2,129,0,687
ride,VERB,drive,ride automobile,drive automobile,1,24,automobile,Vehicles and Transport on Land,17,3,129,0,18
watch,VERB,see,watch sign,see sign,1,522,sign,Communication and Information,97,14,641,0,364
ride,VERB,take,ride transportation,take transportation,1,5,transportation,Vehicles and Transport on Land,4,3,129,2,18
watch,VERB,see,watch piece,see piece,1,522,piece,Arts and Crafts,18,10,641,0,38
respective,ADJ,different,respective people,different people,1,2,people,Social Organization in Group and Places,2,2,3,0,143
rise,VERB,raise,rise argument,raise argument,1,81,argument,"Communicating, mainly by Speaking and Talking",4,4,120,0,34
respective,ADJ,different,respective set,different set,1,2,set,Social Organization in Group and Places,2,2,3,0,91
reserve,VERB,book,reserve hotel,book hotel,1,8,hotel,Travel and Visiting,3,3,18,0,12
resent,VERB,recent,resent report,recent report,1,8,report,Communication and Information,2,2,15,0,712
resent,VERB,recent,resent day,recent day,1,8,day,Periods of Time and their Measurement,2,2,15,0,1229
resent,VERB,recent,resent year,recent year,1,8,year,Periods of Time and their Measurement,2,2,15,0,5593
request,NOUN,ask,request wife,ask wife,1,53,wife,"Courting, Sex, and Marriage",3,3,75,0,30
watch,VERB,see,watch box,see box,1,522,box,Communication and Information,97,14,641,0,20
request,NOUN,ask,request mother,ask mother,1,53,mother,People,6,5,75,0,42
request,NOUN,ask,request company,ask company,1,53,company,Friendship and Enmity,7,3,75,0,144
request,NOUN,ask,request city,ask city,1,53,city,Social Organization in Group and Places,4,3,75,0,51
request,NOUN,ask,request colleague,ask colleague,1,53,colleague,Friendship and Enmity,7,3,75,1,22
request,NOUN,ask,request brother,ask brother,1,53,brother,People,6,5,75,0,12
request,NOUN,ask,request couple,ask couple,1,53,couple,Social Organization in Group and Places,4,3,75,0,15
rise,VERB,grow,rise child,grow child,1,2,child,People,2,2,120,0,51
watch,VERB,see,watch information,see information,1,522,information,Communication and Information,97,14,641,0,39
wacth,NOUN,watch,wacth show,watch show,1,5,show,"Drama, the Theatre, and Show Business",2,2,5,0,124
run,NOUN,move,run car,move car,1,2,car,Vehicles and Transport on Land,2,2,51,0,61
same,ADJ,similar,same point,similar point,1,31,point,"Rightness, Fairness, Purpose, Use, & Strength",2,2,62,3,16
wake,VERB,walk,wake child,walk child,1,17,child,People,2,2,21,1,14
same,ADJ,similar,same challenge,similar challenge,1,31,challenge,Sports and Games Generally,2,2,62,0,28
want,VERB,require,want help,require help,1,2,help,Doing Things,2,2,407,3,15
sale,NOUN,sell,sale item,sell item,1,65,item,Substances and MaterialsGenerally,4,3,94,2,125
sale,NOUN,sell,sale material,sell material,1,65,material,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",4,3,94,0,46
ware,VERB,wear,ware scarf,wear scarf,1,49,scarf,Clothes and Personal Belongings,34,13,57,0,32
sale,NOUN,sell,sale magazine,sell magazine,1,65,magazine,Communication and Information,2,2,94,8,58
sale,NOUN,sell,sale kind,sell kind,1,65,kind,"Being, Becoming, and Happening",2,2,94,0,20
sale,NOUN,sell,sale type,sell type,1,65,type,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",4,3,94,0,25
ware,VERB,wear,ware watch,wear watch,1,49,watch,Periods of Time and their Measurement,2,2,57,0,18
ware,VERB,wear,ware coat,wear coat,1,49,coat,Clothes and Personal Belongings,34,13,57,0,58
run,NOUN,have,run son,have son,1,4,son,People,2,2,51,0,396
run,NOUN,have,run daughter,have daughter,1,4,daughter,People,2,2,51,0,301
rise,VERB,raise,rise awareness,raise awareness,1,81,awareness,Knowing and Learning,8,4,120,0,52
role,NOUN,play,role villain,play villain,1,3,villain,"Drama, the Theatre, and Show Business",2,2,16,1,19
rly,ADV,really,rly hard,really hard,1,7,hard,"Fullness, Heaviness, Thickness, Stiffness, Roughness, etc",2,2,7,0,69
ware,VERB,wear,ware sock,wear sock,1,49,sock,Clothes and Personal Belongings,34,13,57,0,22
ware,VERB,wear,ware heel,wear heel,1,49,heel,Clothes and Personal Belongings,34,13,57,0,22
rise,VERB,raise,rise rent,raise rent,1,81,rent,Commerce,13,3,120,5,36
ware,VERB,wear,ware hood,wear hood,1,49,hood,Clothes and Personal Belongings,34,13,57,0,23
rise,VERB,raise,rise dollar,raise dollar,1,81,dollar,Money,6,3,120,7,23
wash,VERB,have,wash bath,have bath,1,2,bath,Parts of Houses,2,2,4,0,14
rise,VERB,increase,rise power,increase power,1,10,power,"Rightness, Fairness, Purpose, Use, & Strength",2,2,120,0,115
rise,VERB,raise,rise pig,raise pig,1,81,pig,Animals/ Mammals,6,3,120,0,17
rise,VERB,raise,rise problem,raise problem,1,81,problem,Mathematics,2,2,120,0,94
watch,VERB,see,watch shadow,see shadow,1,522,shadow,Light and Color,6,4,641,2,30
rise,VERB,raise,rise girl,raise girl,1,81,girl,People,10,6,120,0,17
veeeeery,NOUN,very,veeeeery funny,very funny,1,8,funny,"General, Usual, Unusual, etc",2,2,8,0,124
say,VERB,have,say intention,have intention,1,16,intention,"Thinking, Judging and Remembering-",7,5,838,0,824
so,ADV,too,so noisy,too noisy,1,134,noisy,misc-ap-0,20,13,454,6,16
show,VERB,express,show disagreement,express disagreement,1,32,disagreement,"Anger, Violence, Stress, Calm, Quietness",2,2,213,0,11
small,ADJ,little,small attention,little attention,1,27,attention,Causing,3,3,112,0,39
small,ADJ,little,small pressure,little pressure,1,27,pressure,Causing,3,3,112,0,44
small,ADJ,young,small son,young son,1,5,son,People,6,3,112,0,252
too much,ADV,very,too much difficult,very difficult,1,15,difficult,Friendship and Enmity,5,3,26,0,1102
skill,NOUN,sharpen,skill skill,sharpen skill,1,5,skill,Knowing and Learning,2,2,42,2,13
too much,ADV,very,too much tough,very tough,1,15,tough,"General, Usual, Unusual, etc",2,2,26,0,27
too much,ADV,very,too much interested,very interested,1,15,interested,"Relaxation, Excitement, Interest, and Surprise",2,2,26,0,26
sill,ADV,still,sill make,still make,1,25,make,Causing,12,4,30,0,106
sill,ADV,still,sill know,still know,1,25,know,Knowing and Learning,3,3,30,0,236
too much,ADV,very,too much boring,very boring,1,15,boring,"Relaxation, Excitement, Interest, and Surprise",2,2,26,0,15
sill,ADV,still,sill keep,still keep,1,25,keep,"Belonging and Owning, Getting and Giving",13,5,30,0,19
sill,ADV,still,sill leave,still leave,1,25,leave,"Moving, Coming, and going",4,4,30,0,49
